Data Year,Utility Number,Utility Name,Ownership Code,Ownership,Monthly,Short Form,Advanced Metering,Demand Response,Distribution Systems,Dynamic Pricing,Energy Efficiency,Mergers,Net Metering,Non Net Metering Distributed,Operational Data,Reliablity,Sales to Ultimate Customers,Service Territory,Utility Data
2017,5202,Dixie Electric Membership Corp,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,5204,Dixie Electric Coop,C,Cooperative,,,X,,X,,X,,,,X,X,X,X,X
2017,5236,City of Doerun - (GA),M,Municipal,,X,,,,,,,,,,,,X,
2017,5309,City of Dothan - (AL),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,5325,City of Douglas,M,Municipal,,,X,,X,X,,,,,X,,X,X,X
2017,5326,PUD No 1 of Douglas County,P,Political Subdivision,,,X,,X,,,,X,,X,,X,X,X
2017,5327,Douglas Electric Coop - (OR),C,Cooperative,,,X,,X,X,X,,X,,X,,X,X,X
2017,5328,"Douglas Electric Coop, Inc",C,Cooperative,,,X,,X,,,,,,X,,X,X,X
2017,5334,"Doniphan Elec Coop Assn, Inc",C,Cooperative,,X,,,,,,,,,,,,X,
2017,5335,City of Dover - (DE),M,Municipal,X,,X,X,X,,,,X,,X,,X,X,X
2017,5336,City of Dover - (OH),M,Municipal,,,X,X,X,,X,,,,X,X,X,X,X
2017,5343,City of Dowagiac,M,Municipal,,X,X,,,,,,,,,,,X,
2017,5350,Village of Dorchester - (NE),M,Municipal,,X,,,,,,,,,,,,X,
2017,5354,City of Drain - (OR),M,Municipal,,X,,,,,,,,,,,,X,
2017,5372,Town of Drexel - (NC),M,Municipal,,X,,,,,,,,,,,,X,
2017,5392,Dublin Municipal Electric Util,M,Municipal,,X,,,,,,,,,,,,X,
2017,5394,Dubois Rural Electric Coop Inc,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,5397,City of Dunnell - (MN),M,Municipal,,X,,,,,,,,,,,,X,
2017,5399,Duck River Elec Member Corp,C,Cooperative,X,,X,,X,X,,,,X,X,X,X,X,X
2017,5402,City of Due West - (SC),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5416,"Duke Energy Carolinas, LLC",I,Investor Owned,X,,X,X,X,X,X,,X,X,X,X,X,X,X
2017,5417,Dunn County Electric Coop,C,Cooperative,,,X,X,X,,X,,X,,X,X,X,X,X
2017,5429,City of Duncan - (OK),M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,5438,"Duncan Valley Elec Coop, Inc",C,Cooperative,,X,X,,,,,,,,,,,X,
2017,5442,Borough of Duncannon - (PA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5470,ConocoPhillips Company,R,Retail Power Marketer,X,,,,,,,,,,X,,X,,X
2017,5479,City of Durant - (MS),M,Municipal,,X,,,,,,,,,,,,X,
2017,5480,Town of Danvers,M,Municipal,,,X,X,X,,,,X,,X,,X,X,X
2017,5487,Duquesne Light Co,I,Investor Owned,X,,X,,X,X,X,,X,,X,X,X,X,X
2017,5509,City of Dyersburg,M,Municipal,,,X,,X,X,,,,,X,X,X,X,X
2017,5518,City of Dysart - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,5529,City of Durant - (IA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5531,Enerstar Power Corp,C,Cooperative,,X,X,,,,,,,,,,,X,
2017,5535,Egyptian Electric Coop Assn,C,Cooperative,,,X,,X,,,,,,X,,X,X,X
2017,5551,City of Eagle River - (WI),M,Municipal,,,X,,X,X,,,X,X,X,,X,X,X
2017,5552,"East River Elec Pwr Coop, Inc",C,Cooperative,,,,X,,,X,,,,X,,,,X
2017,5563,City of Earlville - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,5574,East Central Energy,C,Cooperative,X,,X,,X,,,,X,X,X,X,X,X,X
2017,5575,City of East Grand Forks - (MN),M,Municipal,,,X,X,X,,X,,,X,X,X,X,X,X
2017,5578,East Mississippi Elec Pwr Assn,C,Cooperative,,,X,,X,X,,,,X,X,X,X,X,X
2017,5580,"East Kentucky Power Coop, Inc",C,Cooperative,,,,X,,,X,,,,X,,,,X
2017,5582,City of East Point - (GA),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,5583,City of Easton - (MO),M,Municipal,,X,,,,,,,,,,,,X,
2017,5584,East End Mutual Elec Co Ltd,C,Cooperative,,X,,,,,,,,,,,,X,
2017,5585,Eastern Illinois Elec Coop,C,Cooperative,,,X,,X,,X,,X,,X,X,X,X,X
2017,5586,Borough of East Conemaugh,M,Municipal,,X,,,,,,,,,,,,X,
2017,5588,East-Central Iowa Rural Elec Coop,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,5598,East Central Oklahoma Elec Coop Inc,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,5605,Eastern Iowa Light & Power Coop,C,Cooperative,,,X,,X,X,,,X,X,X,X,X,X,X
2017,5609,Eastern Maine Electric Coop,C,Cooperative,X,,X,,X,,,,X,,X,X,X,X,X
2017,5625,Easton Utilities Comm,M,Municipal,,,X,,X,,,,X,,X,X,X,X,X
2017,5630,City of Eaton Rapids - (MI),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5631,Town of Eatonville - (WA),M,Municipal,,X,,,,,,,,,,,,X,
2017,5632,Eau Claire Electric Coop,C,Cooperative,,,X,X,X,X,X,,X,,X,X,X,X,X
2017,5644,"Edisto Electric Coop, Inc",C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,5653,Village of Edgerton - (OH),M,Municipal,,X,,,,,,,,,,,,X,
2017,5655,Edinburgh Municipal Utilities,M,Municipal,,X,,,,,,,,,,,,X,
2017,5656,Edgecombe-Martin County E M C,C,Cooperative,,,X,,X,,,,,,X,X,X,X,X
2017,5661,City of Edmond - (OK),M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,5686,City of El Dorado Springs - (MO),M,Municipal,,X,,,,,,,,,,,,X,
2017,5692,City of Eitzen - (MN),M,Municipal,,X,,,,,,,,,,,,X,
2017,5701,El Paso Electric Co,I,Investor Owned,X,,X,X,X,X,X,,X,,X,X,X,X,X
2017,5703,Empire Natural Gas Corporation,R,Retail Power Marketer,X,,,,,,,,,,X,,X,,X
2017,5721,City of Elfin Cove - (AK),M,Municipal,,X,,,,,,,,,,,,X,
2017,5728,City of Elba - (AL),M,Municipal,,X,,,,,,,,,,,,X,
2017,5729,Electrical Dist No8 Maricopa,P,Political Subdivision,,,X,,,,X,,,,X,,X,X,X
2017,5730,City of Elberton,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,5732,City of Elbow Lake - (MN),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5741,City of Eldorado - (OK),M,Municipal,,X,,,,,,,,,,,,X,
2017,5742,Eldridge City Utilities,M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,5744,City of Electra - (TX),M,Municipal,,X,,,,,,,,,,,,X,
2017,5748,Electric Energy Inc,I,Investor Owned,,,,,,,,,,,X,,,X,X
2017,5752,Village of Eldorado - (OH),M,Municipal,,X,,,,,,,,,,,,X,
2017,5760,City of Elizabeth City - (NC),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,5762,Village of Elk Creek - (NE),M,Municipal,,X,,,,,,,,,,,,X,
2017,5763,City of Elizabethton - (TN),M,Municipal,,,X,,X,,,,,X,X,,X,X,X
2017,5771,City of Elk Point,M,Municipal,,X,X,,,,,,,,,,,X,
2017,5773,City of Elk River,M,Municipal,,,X,,X,,,,X,,X,X,X,X,X
2017,5777,City of Elkhorn - (WI),M,Municipal,,,X,,X,,,,,X,X,,X,X,X
2017,5780,Elkhorn Rural Public Pwr Dist,P,Political Subdivision,,,X,X,X,,X,,X,,X,X,X,X,X
2017,5794,Town of Elkton,M,Municipal,,X,,,,,,,,,,,,X,
2017,5795,City of Elsmore - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,5796,City of Ellaville,M,Municipal,,X,,,,,,,,,,,,X,
2017,5802,City of Ellinwood - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,5827,City of Ellsworth - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,5828,Borough of Ellwood City - (PA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5832,Elmhurst Mutual Power & Light Co,C,Cooperative,,,X,,X,,X,,X,,X,,X,X,X
2017,5833,Village of Elmore - (OH),M,Municipal,,X,,,,,,,,,,,,X,
2017,5834,City of Elroy - (WI),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5839,City of Elwood - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,5841,City of Ely - (MN),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,5850,City of Emerson - (NE),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5860,Empire District Electric Co,I,Investor Owned,X,,X,X,X,X,X,X,X,,X,X,X,X,X
2017,5862,"Empire Electric Assn, Inc",C,Cooperative,,,X,,X,,X,,X,X,X,X,X,X,X
2017,5875,Village of Endicott - (NY),M,Municipal,,X,,,,,,,,,,,,X,
2017,5880,"Energy Coop of New York, Inc",R,Retail Power Marketer,X,,,X,,,,,,,X,,X,,X
2017,5896,Town of Enfield - (NC),M,Municipal,,X,,,,,,,,,,,,X,
2017,5905,Excelsior Electric Member Corp,C,Cooperative,,,X,X,X,,X,,X,,X,X,X,X,X
2017,5915,Village of Enosburg Falls - (VT),M,Municipal,,X,,,,,,,,,,,,X,
2017,5919,City of Enterprise - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,5927,Village of Endicott - (NE),M,Municipal,,X,,,,,,,,,,,,X,
2017,5928,Town of Etna Green,M,Municipal,,X,,,,,,,,,,,,X,
2017,5929,"Fairfield Electric Coop, Inc",C,Cooperative,,,X,,X,,X,,X,,X,X,X,X,X
2017,5930,Village of Fairport - (NY),M,Municipal,,,X,,X,,X,,,,X,X,X,X,X
2017,5932,City of Ephraim - (UT),M,Municipal,,X,X,,,,,,,,,,,X,
2017,5935,Borough of Ephrata - (PA),M,Municipal,,,X,,X,,,,X,,X,X,X,X,X
2017,5945,City of Erath - (LA),M,Municipal,,X,,,,,,,,,,,,X,
2017,5953,"Entergy Solutions, Ltd",R,Retail Power Marketer,X,,,,,X,,,,,X,,X,,X
2017,5957,City of Erie - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,5961,Town of Erwin - (TN),M,Municipal,,,X,,X,X,,,,X,X,X,X,X,X
2017,5964,"Escambia River Elec Coop, Inc",C,Cooperative,,,X,X,X,X,,,X,,X,,X,X,X
2017,5969,City of Escondido - (CA),M,Municipal,,,,,,,,,,,X,,,,X
2017,5995,City of Estelline - (SD),M,Municipal,,X,,,,,,,,,,,,X,
2017,5997,Town of Estes Park,M,Municipal,,,X,,X,X,X,,X,,X,,X,X,X
2017,5998,City of Estherville - (IA),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6008,City of Etowah,M,Municipal,,,X,,X,X,,,,X,X,,X,X,X
2017,6019,City of Eudora - (KS),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6022,City of Eugene - (OR),M,Municipal,X,,X,,X,,X,,X,X,X,X,X,X,X
2017,6043,City of Evansville,M,Municipal,,,X,,X,X,,,X,X,X,,X,X,X
2017,6052,City of Evergreen - (AL),M,Municipal,,X,,,,,,,,,,,,X,
2017,6112,"Farmers Electric Coop, Inc - (IA)",C,Cooperative,,,X,,X,X,,,,X,X,X,X,X,X
2017,6127,City of Fairbank - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,6130,City of Fairburn - (GA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6132,City of Fairbury,M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,6136,Village of Fairmont - (NE),M,Municipal,,X,,,,,,,,,,,,X,
2017,6138,City of Fairfax - (MN),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6141,City of Fairfield- (IL),M,Municipal,,X,,,,,,,,,,,,X,
2017,6145,City of Fairhope - (AL),M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,6149,City of Ellensburg - (WA),M,Municipal,,,X,,X,,,,X,X,X,,X,X,X
2017,6151,Fairmont Public Utilities Comm,M,Municipal,,,X,X,X,,X,,,,X,,X,X,X
2017,6152,City of Fairview - (OK),M,Municipal,,X,,,,,,,,,,,,X,
2017,6154,Fairview City Corporation,M,Municipal,,X,,,,,,,,,,,,X,
2017,6155,"Farmers Electric Company, Ltd - (ID)",C,Cooperative,,X,,,,,,,,,,,,X,
2017,6157,City of Faith - (SD),M,Municipal,,X,,,,,,,,,,,,X,
2017,6168,Farmers Electric Coop - (IA),C,Cooperative,,,X,,X,,X,,,X,X,X,X,X,X
2017,6169,Fall River Rural Elec Coop Inc,C,Cooperative,,,X,X,X,,,,X,,X,X,X,X,X
2017,6172,City of Fallon - (NV),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6173,Fannin County Electric Coop,C,Cooperative,,,X,,X,,,,X,,X,,X,X,X
2017,6175,City of Falls City - (NE),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,6178,City of Falmouth - (KY),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6181,"Farmers Electric Coop, Inc - (MO)",C,Cooperative,,,X,X,X,,,,X,,X,X,X,X,X
2017,6182,"Farmers Electric Coop, Inc - (TX)",C,Cooperative,,,X,X,X,,,,X,X,X,X,X,X,X
2017,6183,"Fayette Electric Coop, Inc",C,Cooperative,,,X,,X,,,,X,,X,,X,X,X
2017,6192,City of Farmer City - (IL),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6194,Farmers Rural Electric Coop Corp - (KY),C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,6198,"Farmers Electric Coop, Inc - (NM)",C,Cooperative,,,X,,X,,X,,X,,X,X,X,X,X
2017,6203,City of Farmersville - (TX),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6204,City of Farmington - (NM),M,Municipal,X,,X,,X,,,,X,,X,X,X,X,X
2017,6205,City of Farmington - (MO),M,Municipal,,,X,,X,,,,X,X,X,,X,X,X
2017,6206,Farmers Electric Coop Corp - (AR),C,Cooperative,,X,X,,,,,,,,,,,X,
2017,6207,Farmington River Power Company,I,Investor Owned,X,,,,X,,,,,,X,,X,X,X
2017,6209,Town of Farmville - (NC),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6210,City of Farnhamville - (IA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6231,City of Fayette - (MO),M,Municipal,,X,,,,,,,,,,,,X,
2017,6234,City of Fayetteville,M,Municipal,,,X,,X,X,,,,X,X,X,X,X,X
2017,6235,Fayetteville Public Works Commission,M,Municipal,X,,X,,X,X,,,,,X,X,X,X,X
2017,6258,Federated Rural Electric Assn,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,6272,"FEM Electric Assn, Inc",C,Cooperative,,,X,,X,,,,,,X,X,X,X,X
2017,6274,City of Fennimore - (WI),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6276,Town of Ferdinand - (IN),M,Municipal,,X,,,,,,,,,,,,X,
2017,6297,PUD No 1 of Ferry County,P,Political Subdivision,,,X,,X,,,,X,,X,,X,X,X
2017,6316,Fillmore City Corporation,M,Municipal,,X,X,,,,,,,,,,,X,
2017,6335,"Firelands Electric Coop, Inc",C,Cooperative,,,X,,X,,X,,X,,X,X,X,X,X
2017,6342,First Electric Coop Corp,C,Cooperative,X,,X,X,X,,,,X,,X,X,X,X,X
2017,6369,Fishers Island Utility Co Inc,I,Investor Owned,X,,X,,X,,,,,,X,,X,X,X
2017,6374,Fitchburg Gas and Electric Light Company,I,Investor Owned,X,,X,,X,X,X,,X,X,X,X,X,X,X
2017,6380,Fitzgerald Wtr Lgt & Bond Comm,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6389,FirstEnergy Generation Corp,W,Wholesale Power Marketer,,,,,,,,,,,X,,,,X
2017,6390,City of Flandreau,M,Municipal,,,X,,X,,X,,,X,X,,X,X,X
2017,6395,Flathead Electric Coop Inc,C,Cooperative,X,,X,X,X,X,X,,X,,X,X,X,X,X
2017,6396,City of Flatonia - (TX),M,Municipal,,X,,,,,,,,,,,,X,
2017,6411,Flint Electric Membership Corp,C,Cooperative,,,X,X,X,X,,,X,,X,X,X,X,X
2017,6417,City of Flora - (IL),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6418,Town of Fleming - (CO),M,Municipal,,X,,,,,,,,,,,,X,
2017,6422,City of Florence - (AL),M,Municipal,X,,X,,X,X,,,,X,X,,X,X,X
2017,6424,Florence Utility Comm,M,Municipal,,,X,,X,X,,,X,,X,,X,X,X
2017,6425,Flora Utilities,M,Municipal,,X,,,,,,,,,,,,X,
2017,6427,City of Floresville,M,Municipal,,,X,,X,,,,X,,X,X,X,X,X
2017,6431,"Flint Hills Rural E C A, Inc",C,Cooperative,,,X,X,X,X,,,X,,X,X,X,X,X
2017,6442,Fleming-Mason Energy Coop Inc,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,6443,"Florida Keys El Coop Assn, Inc",C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,6452,Florida Power & Light Co,I,Investor Owned,X,,X,X,X,,X,,X,X,X,X,X,X,X
2017,6455,"Duke Energy Florida, LLC",I,Investor Owned,X,,X,X,X,X,X,,X,X,X,X,X,X,X
2017,6457,Florida Public Utilities Co,I,Investor Owned,X,,X,,X,X,X,,X,,X,X,X,X,X
2017,6458,First Energy Solutions Corp.,R,Retail Power Marketer,X,,,,,,,,,,X,,X,,X
2017,6472,City of Floydada - (TX),M,Municipal,,X,,,,,,,,,,,,X,
2017,6491,Foley Board of Utilities,M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,6496,City of Fonda - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,6501,City of Fontanelle - (IA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6509,Town of Fort Laramie- (WY),M,Municipal,,X,,,,,,,,,,,,X,
2017,6567,Florida Municipal Power Agency,M,Municipal,,,,,,,,,,,X,,,,X
2017,6579,City of Forest City- (IA),M,Municipal,,,X,,X,,X,,X,,X,,X,X,X
2017,6580,Town of Forest City,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6582,City of Forest Grove,M,Municipal,,,X,,X,,,,X,,X,X,X,X,X
2017,6598,City of Forsyth - (GA),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6604,City of Fort Collins - (CO),M,Municipal,X,,X,X,X,,X,,X,X,X,X,X,X,X
2017,6608,Fort Loudoun Electric Coop,C,Cooperative,,,X,,X,X,,,,X,X,X,X,X,X
2017,6609,City of Fort Meade - (FL),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6610,City of Fort Morgan,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6611,Fort Belknap Electric Coop Inc,C,Cooperative,,,X,,X,,,,,,X,,X,X,X
2017,6612,Fort Payne Improvement Authority,M,Municipal,,,X,,X,X,,,,X,X,,X,X,X
2017,6613,Town of Fountain - (NC),M,Municipal,,X,,,,,,,,,,,,X,
2017,6615,City of Fort Pierre - (SD),M,Municipal,,,X,,X,,X,,,,X,,X,X,X
2017,6616,Fort Pierce Utilities Authority,M,Municipal,,,X,,X,,X,,X,,X,X,X,X,X
2017,6617,Fort Valley Utility Comm,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6618,Town of Fort Supply - (OK),M,Municipal,,X,,,,,,,,,,,,X,
2017,6627,City of Fosston - (MN),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6638,City of Fountain,M,Municipal,,,X,,X,X,,,X,,X,,X,X,X
2017,6640,Four County Elec Member Corp,C,Cooperative,,,X,X,X,X,X,,X,,X,X,X,X,X
2017,6641,4-County Electric Power Assn,C,Cooperative,X,,X,,X,X,,,,X,X,X,X,X,X
2017,6707,City of Frankfort - (IN),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6708,City of Frankfort - (KY),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,6709,Easley Combined Utility System,M,Municipal,,,X,X,X,,,,X,X,X,X,X,X,X
2017,6710,Town of Edenton - (NC),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6711,Village of Frankfort - (NY),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6715,City of Franklin - (VA),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,6716,PUD No 1 of Franklin County,P,Political Subdivision,,,X,,X,,,,,,X,X,X,X,X
2017,6717,Franklin Electric Coop - (AL),C,Cooperative,,,X,,X,X,,,,,X,,X,X,X
2017,6718,City of Franklin - (KY),M,Municipal,,,X,,X,X,,,,,X,,X,X,X
2017,6722,Franklin Rural Electric Coop - (IA),C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,6723,City of Franklin - (NE),M,Municipal,,X,,,,,,,,,,,,X,
2017,6735,Town of Frankton - (IN),M,Municipal,,X,,,,,,,,,,,,X,
2017,6750,City of Frederick - (OK),M,Municipal,,X,,,,,,,,,,,,X,
2017,6752,Town of Frederick - (CO),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6753,City of Fredonia - (AZ),M,Municipal,,X,,,,,,,,,,,,X,
2017,6758,City of Fredericksburg - (TX),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,6759,City of Fredericksburg - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,6761,City of Fredericktown - (MO),M,Municipal,,X,,,,,,,,,,,,X,
2017,6762,City of Fredonia - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,6764,Village of Freeburg - (IL),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6775,Village of Freeport - (NY),M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,6779,City of Fremont - (NE),M,Municipal,X,,X,,X,,,,X,,X,X,X,X,X
2017,6780,Town of Fremont - (NC),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6782,Freeborn-Mower Coop Services,C,Cooperative,,,X,X,X,X,X,,X,,X,X,X,X,X
2017,6784,French Broad Elec Member Corp,C,Cooperative,,,X,,X,,X,,X,X,X,,X,X,X
2017,6793,City of Friend - (NE),M,Municipal,,X,X,,,,,,,,,,,X,
2017,6803,Town of Front Royal,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6804,Frontier Power Company,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,6839,City of Fulton - (MO),M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,6840,City of Fulton - (KY),M,Municipal,,,X,,X,,,,,X,X,,X,X,X
2017,6848,Fulton County Rural E M C,C,Cooperative,,X,X,,,,,,,,,,,X,
2017,6866,"G & K, Inc",I,Investor Owned,,X,,,,,,,,,,,,X,
2017,6894,City of Gaffney - (SC),M,Municipal,,,X,,X,,,,X,X,X,X,X,X,X
2017,6896,City of Galt,M,Municipal,,X,,,,,,,,,,,,X,
2017,6907,City of Greendale,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6909,Gainesville Regional Utilities,M,Municipal,,,X,,X,X,X,,X,X,X,X,X,X,X
2017,6914,City of Galion,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6915,Galena Electric Utility,M,Municipal,,X,,,,,,,,,,,,X,
2017,6923,City of Gallatin - (TN),M,Municipal,,,X,,X,X,,,,X,X,X,X,X,X
2017,6924,City of Gallatin - (MO),M,Municipal,,X,,,,,,,,,,,,X,
2017,6930,City of Gallup - (NM),M,Municipal,,,X,,X,X,,,X,,X,,X,X,X
2017,6931,City of Galva - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,6941,City of Garden City,M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,6949,City of Gardner - (KS),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,6950,Garland Light & Power Company,C,Cooperative,,,X,,X,,,,X,,X,,X,X,X
2017,6957,"Garkane Energy Coop, Inc",C,Cooperative,,,X,,X,X,,,X,,X,X,X,X,X
2017,6958,City of Garland - (TX),M,Municipal,,,X,,X,,,,,,X,X,X,X,X
2017,6965,City of Garnett - (KS),M,Municipal,,,X,,X,,,,,X,X,,X,X,X
2017,6970,City of Garrett,M,Municipal,,X,X,,,,,,,,,,,X,
2017,6993,City of Gas City - (IN),M,Municipal,,X,X,,,,,,,,,,,X,
2017,7004,"Buckeye Power, Inc",C,Cooperative,,,,X,,,X,,X,X,X,,,,X
2017,7024,Gascosage Electric Coop,C,Cooperative,,,X,,X,,,,X,,X,,X,X,X
2017,7027,City of Gastonia - (NC),M,Municipal,,,X,,X,X,,,,X,X,X,X,X,X
2017,7048,City of Geary - (OK),M,Municipal,,X,,,,,,,,,,,,X,
2017,7084,City of Declo - (ID),M,Municipal,,X,,,,,,,,,,,,X,
2017,7090,GreyStone Power Corporation,C,Cooperative,,,X,X,X,X,,,X,X,X,X,X,X,X
2017,7095,City of Geneseo - (IL),M,Municipal,,X,X,,,,,,,,,,,X,
2017,7096,City of Geneva- (IL),M,Municipal,,,X,,X,X,,,X,,X,X,X,X,X
2017,7100,Village of Genoa - (OH),M,Municipal,,X,X,,,,,,,,,,,X,
2017,7128,City of Georgetown - (SC),M,Municipal,,,X,,X,,,,,,X,,X,X,X
2017,7129,City of Georgetown - (TX),M,Municipal,,,X,,X,,,,X,,X,X,X,X,X
2017,7130,Town of Georgetown - (MA),M,Municipal,,X,,,,,,,,,,,,X,
2017,7131,Village of Georgetown - (OH),M,Municipal,,X,X,,,,,,,,,,,X,
2017,7140,Georgia Power Co,I,Investor Owned,X,,X,X,X,X,X,,,X,X,X,X,X,X
2017,7149,City of Gering - (NE),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,7174,Gibson Electric Members Corp,C,Cooperative,X,,X,,X,X,,,,X,X,X,X,X,X
2017,7184,City of Giddings - (TX),M,Municipal,,X,X,,,,,,,,,,,X,
2017,7194,City of Gilbert,M,Municipal,,X,,,,,,,,,,,,X,
2017,7197,Georgia Transmission Corp,T,Transmission,,,,,,,,,,,X,,,,X
2017,7200,City of Gilman City - (MO),M,Municipal,,X,X,,,,,,,,,,,X,
2017,7222,City of Gillette - (WY),M,Municipal,X,,X,,X,,,,X,,X,,X,X,X
2017,7249,City of Giltner - (NE),M,Municipal,,X,,,,,,,,,,,,X,
2017,7256,Borough of Girard - (PA),M,Municipal,,X,,,,,,,,,,,,X,
2017,7257,City of Girard - (KS),M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,7262,"Glacier Electric Coop, Inc",C,Cooperative,,,X,,X,,,,X,,X,,X,X,X
2017,7264,"Glades Electric Coop, Inc",C,Cooperative,,,X,,X,X,X,,X,X,X,X,X,X,X
2017,7265,City of Gladstone,M,Municipal,,,X,,X,,,,X,,X,,X,X,X
2017,7269,City of Glasco - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,7270,City of Glasgow - (KY),M,Municipal,,,X,,X,X,,,,X,X,X,X,X,X
2017,7279,"NextEra Energy Services, LLC",R,Retail Power Marketer,X,,,,,X,,,,,X,,X,,X
2017,7287,City of Glen Elder - (KS),M,Municipal,,X,,,,,,,,,,,,X,
2017,7292,Glencoe Light & Power Comm,M,Municipal,,,X,,X,,X,,X,,X,,X,X,X
2017,7294,City of Glendale - (CA),M,Municipal,,,X,,X,X,X,,X,X,X,X,X,X,X
2017,7295,City of Glidden - (IA),M,Municipal,,X,,,,,,,,,,,,X,
2017,7300,City of Glenwood Springs - (CO),M,Municipal,,,X,,X,,X,,X,,X,,X,X,X
2017,7303,Raccoon Valley Electric Cooperative,C,Cooperative,,,X,,X,,,,X,,X,X,X,X,X
2017,7311,Village of Glouster - (OH),M,Municipal,,X,,,,,,,,,,,,X,
