Utility Characteristics,,,,,,Also operating in other NERC Regions,,,,,,,,Operating in these RTOs,,,,,,,,Other Activities,,,,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership Type,NERC Region,TRE,FRCC,MRO,NPCC,RFC,SERC,SPP,WECC,CAISO,ERCOT,PJM,NYISO,SPP,MISO,ISONE,Other,Generation,Transmission,Buying Transmission,Distribution,Buying Distribution,Wholesale Marketing,Retail Marketing,Bundled,Alt Fuel Vehicle,Alt Fuel Vehicle 2
2021,3601,Boston Energy Trading and Marketing LLC,MA,Wholesale Power Marketer,,,,,,N,,,,Y,Y,Y,,,Y,Y,,,,,,,Y,,,,
2021,3641,"Claiborne Electric Coop, Inc",LA,Cooperative,SERC,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,
2021,3644,PUD No 1 of Clallam County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,Y,,,,Y,Y
2021,3647,City of Claremore,OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,Y,,
2021,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,WECC,,,,,,,,,,,,,,,,,Y,N,,Y,,,,,Y,Y
2021,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,SERC,,,,,,Y,,,,,N,,,,,Y,,,,Y,,,,,,
2021,3704,City of Clarksville - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,3705,Clarksville Connected Utilities,AR,Municipal,SPP,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,
2021,3712,Clay County Electric Coop Corp,AR,Cooperative,SERC,,,,,,Y,,,,,,,Y,Y,,,,,,Y,,,,,,
2021,3755,Cleveland Electric Illum Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,N,,,N,N,N,Y,,Y,N,,Y,Y
2021,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,Y,,N,,Y,,,,,Y,Y
2021,3758,City of Cleveland - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,3762,City of Cleveland - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,N,N,,Y,,Y,Y,,,,,Y,Y
2021,3812,City of Clinton - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,3824,Clyde Light & Power,OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,N,Y,Y,,,,,,
2021,3828,Cloverland Electric Co-op,MI,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,,,,,
2021,3841,Coast Electric Power Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2021,3843,Coastal Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2021,3855,Columbia Power System,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,3892,City of Coffeyville - (KS),KS,Municipal,SPP,,,Y,,,,N,,,,,,Y,,,,Y,,Y,Y,,,,,,
2021,3915,Coldwater Board of Public Util,MI,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,N,N,,Y,,,,,N,N
2021,3916,Cobb Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,N,,Y,Y,,Y,,,Y,Y
2021,3931,Coles-Moultrie Electric Coop,IL,Cooperative,SERC,,,,,N,Y,,,,,,,,Y,,,,,,Y,,,,,N,N
2021,3939,City of College Park - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y
2021,3940,City of College Station - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,,Y,,Y,,,,Y,N,N
2021,3989,City of Colorado Springs - (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y
2021,3991,CMS Energy Resource Management,MI,Retail Power Marketer,RFC,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,
2021,4003,City of Colton - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,,,,Y,Y,Y
2021,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,Y
2021,4045,City of Columbia - (MO),MO,Municipal,SERC,,,,,N,Y,,,,,,,,Y,,,Y,Y,Y,Y,,,,Y,Y,Y
2021,4063,Co-Mo Electric Coop Inc,MO,Cooperative,SERC,,,Y,,,N,,,,,,,,,,Y,,,,Y,N,,,,,
2021,4065,City of Columbus - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,N,,Y,Y,,Y,,,Y,Y
2021,4068,City of Columbus - (MS),MS,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4073,City of Columbus - (WI),WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2021,4100,"Commerce Energy, Inc.",CA,Retail Power Marketer,WECC,,,,,,,,,,,,,,,,,,,,,,,Y,,,
2021,4110,Commonwealth Edison Co,IL,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,Y,Y,,,,Y,Y,Y
2021,4146,Concho Valley Elec Coop Inc,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,Y,,Y,,,,,N,
2021,4150,City of Concord - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,N,,Y,Y,Y,,,,Y,Y
2021,4153,"Concordia Electric Coop, Inc",LA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,N,Y,Y,,,,,,
2021,4160,Callaway Electric Cooperative,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4166,"CECG Maine, LLC",MD,Wholesale Power Marketer,RFC,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,
2021,4176,Connecticut Light & Power Co,CT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,,Y,Y,,Y,Y
2021,4180,Connecticut Mun Elec Engy Coop,CT,Municipal Mktg Authority,NPCC,,,,Y,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,,N,
2021,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,NPCC,,,N,Y,,,,,,,,Y,,,,,Y,Y,Y,Y,,Y,,N,Y,Y
2021,4237,Consolidated Electric Coop,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2021,4247,Consolidated Water Power Co,WI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,,,Y,,,,,,
2021,4254,Consumers Energy Co,MI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,Y,Y,,,,Y,Y,Y
2021,4262,Cooke County Elec Coop Assn,TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,N,
2021,4265,Continental Divide El Coop Inc,NM,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,N,,Y,,,,,,
2021,4280,Conway Corporation,AR,Municipal,SERC,,,,,,Y,N,,,,,,,,,Y,Y,,,Y,,,,Y,Y,Y
2021,4294,City of Cookeville - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4295,Comanche County Elec Coop Assn,TX,Cooperative,TRE,Y,,,,,,,,,,,,,,,,,,,Y,,,,,N,
2021,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,Y,,,,Y,,,,N,Y,Y
2021,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,Y,Y
2021,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2021,4356,Colorado River Comm of Nevada,NV,State,WECC,,,,,,,,Y,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,,,
2021,4362,Corn Belt Energy Corporation,IL,Cooperative,RFC,,,,N,Y,,,,,,,,,Y,,,,Y,,Y,,,,N,Y,Y
2021,4363,Corn Belt Power Coop,IA,Cooperative,MRO,,,Y,,,,,,,,,,Y,,,N,Y,Y,Y,,,Y,,,Y,Y
2021,4373,Cornhusker Public Power Dist,NE,Political Subdivision,MRO,,,,,,,N,,,,,,Y,,,,,,,Y,,,,,,
2021,4390,City of Corona - (CA),CA,Municipal,WECC,,,,,,,,Y,Y,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y
2021,4401,"Cotton Electric Coop, Inc",OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,Y,Y
2021,4410,"Shell Energy North America (US), L.P.",TX,Retail Power Marketer,TRE,N,,,,,,,N,,N,N,N,,,,,,Y,,,,Y,Y,,N,
2021,4430,"Covington Electric Coop, Inc",AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4432,Coweta-Fayette El Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,Y
2021,4433,City of Covington - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,N,Y,Y
2021,4437,City of Covington - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,,,
2021,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,N,Y,,Y,,,,,Y,Y
2021,4509,Craighead Electric Coop Corp,AR,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4524,"Crawford Electric Coop, Inc",MO,Cooperative,SERC,,,,,,Y,,,,,,,Y,,,,,,,Y,,,,,,
2021,4538,Crisp County Power Comm,GA,Political Subdivision,SERC,N,,,,,Y,,,,,,,,,,,Y,,,Y,,,Y,,,
2021,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2021,4604,City of Crystal Falls,MI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,Y,,N,Y,N,,,,,
2021,4607,City of Cuba City,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2021,4617,Cullman Power Board,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4618,"Cullman Electric Coop, Inc",AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,SERC,,,,,,Y,,,,,N,,,,,,,,,Y,,,,,,
2021,4624,Cumberland Elec Member Corp,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4675,Cuivre River Electric Coop Inc,MO,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,
2021,4683,City of Cuyahoga Falls - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
2021,4715,Dahlberg Light & Power Co,WI,Investor Owned,MRO,,,Y,,,,,,,,,,,Y,,,N,N,,Y,N,,,,N,
2021,4716,Dairyland Power Coop,WI,Cooperative,MRO,,,Y,N,,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,Y,Y
2021,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2021,4720,Dakota Energy Coop Inc,SD,Cooperative,SPP,,,N,,,,Y,,,,,,N,,,Y,,,,Y,,,,,,
2021,4743,"Consumers Power, Inc",OR,Cooperative,WECC,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y
2021,4744,Dalton Utilities,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,,Y,,,,Y,Y,Y
2021,4794,City of Danville - (VA),VA,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,,,,,Y,,
2021,4848,Daviess Martin County R E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2021,4911,Dawson Power District,NE,Political Subdivision,MRO,,,Y,,,,N,,,,,,Y,,,,,Y,,Y,,,,,,Y
2021,4920,City of Dayton - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4922,Dayton Power & Light Co,OH,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,N,Y,Y,Y,,Y,,,N,N
2021,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,N,,Y,,,N,,,
2021,4958,Decatur Utilities,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,4960,Decatur County Rural E M C,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2021,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,TRE,Y,,,,,,Y,,,Y,,,Y,Y,,,,Y,,Y,,,,,,
2021,5027,Delmarva Power,DE,Investor Owned,RFC,,,,,Y,,,,,,Y,,,,,,,Y,Y,Y,N,Y,,N,Y,Y
2021,5063,City of Denton - (TX),TX,Municipal,TRE,Y,,,,,,,,,Y,,,,,,,Y,Y,,Y,,Y,,Y,Y,Y
2021,5070,Delaware Electric Cooperative,DE,Cooperative,RFC,,,,,Y,,,,,,,,,,,,Y,,,Y,,,,,,
2021,5078,"Denton County Elec Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,Y,Y
2021,5086,Delta Montrose Electric Assn,CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,Y,Y
2021,5109,DTE Electric Company,MI,Investor Owned,RFC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,Y,Y,Y,Y,Y
2021,5148,City of Dickson,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,5175,Dixie Electric Power Assn,MS,Cooperative,SERC,,,,,,Y,,,,N,,,,Y,,N,,,,Y,,,,,,
2021,5202,Dixie Electric Membership Corp,LA,Cooperative,SERC,,,,,,Y,,,,,,,N,Y,,,,,,Y,,,,,N,
2021,5204,Dixie Electric Coop,AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2021,5309,City of Dothan - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,N,,Y,,,,Y,,
2021,5325,City of Douglas,GA,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,Y,,Y,Y,,,,,Y,Y
2021,5326,PUD No 1 of Douglas County,WA,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,Y,N,,,,,,,N,
2021,5335,City of Dover - (DE),DE,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,,N,N
2021,5336,City of Dover - (OH),OH,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,N,Y,Y,,,,Y,N,
2021,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
2021,5399,Duck River Elec Member Corp,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y
2021,5417,Dunn County Electric Coop,WI,Cooperative,MRO,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2021,5470,ConocoPhillips Company,TX,Retail Power Marketer,,,,,,,,,,,,,,,,,,N,,Y,,,Y,Y,,,
2021,5480,Town of Danvers,MA,Municipal,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,Y,,Y,Y,Y
2021,5487,Duquesne Light Co,PA,Investor Owned,RFC,,,,,Y,,,,,,,,,,,,,Y,,Y,,,Y,,Y,Y
2021,5509,City of Dyersburg,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,5535,Egyptian Electric Coop Assn,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,Y
2021,5551,City of Eagle River - (WI),WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2021,5552,"East River Elec Pwr Coop, Inc",SD,Cooperative,MRO,,,Y,,,,,,,,,,Y,,,N,,Y,Y,,,,,,Y,Y
2021,5574,East Central Energy,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,
2021,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,5580,"East Kentucky Power Coop, Inc",KY,Cooperative,SERC,,,,,N,Y,,,,,Y,,,,,N,Y,Y,Y,,,Y,,N,Y,Y
2021,5582,City of East Point - (GA),GA,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,Y,,Y,,
2021,5585,Eastern Illinois Elec Coop,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2021,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,N,
2021,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,N,,,,Y,,,,,,
2021,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,MRO,N,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,N,N
2021,5609,Eastern Maine Electric Coop,ME,Cooperative,NPCC,N,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,,,Y,,,
2021,5625,Easton Utilities Comm,MD,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,,,Y,,,,Y,Y,Y
2021,5644,"Edisto Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,
2021,5656,Edgecombe-Martin County E M C,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,
2021,5661,City of Edmond - (OK),OK,Municipal,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2021,5701,El Paso Electric Co,TX,Investor Owned,WECC,N,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2021,5703,Empire Natural Gas Corporation,NY,Retail Power Marketer,RFC,,,,N,Y,,,,,,,Y,,,,,,,,,,,Y,,,
2021,5729,Electrical Dist No8 Maricopa,AZ,Political Subdivision,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,,Y,,,,,
2021,5748,Electric Energy Inc,IL,Investor Owned,SERC,,,,,,Y,,,,,,,,,,Y,Y,,,,,,,,N,
2021,5760,City of Elizabeth City - (NC),NC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,,Y,N,Y,,,,,Y,Y
2021,5763,City of Elizabethton - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,5773,City of Elk River,MN,Municipal,MRO,,,Y,,,,,,,,,,,Y,,,Y,Y,Y,Y,,,N,N,Y,Y
2021,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,SPP,N,,N,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2021,5832,Elmhurst Mutual Power & Light Co,WA,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,N,,N,
2021,5860,Empire District Electric Co,MO,Investor Owned,SPP,,,,,,,Y,,,,,,Y,,,,Y,Y,Y,Y,,Y,,,Y,Y
2021,5862,"Empire Electric Assn, Inc",CO,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,,,Y,,,,,,
2021,5880,"Energy Coop of New York, Inc",NY,Retail Power Marketer,NPCC,,,,Y,,,,,,,Y,Y,,,,,,,,,,,Y,,N,
2021,5905,Excelsior Electric Member Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y
2021,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,N,,,
2021,5930,Village of Fairport - (NY),NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,,,,Y,,,,,Y,Y
2021,5961,Town of Erwin - (TN),TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,5969,City of Escondido - (CA),CA,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,,,,,,,,Y,Y
2021,6008,City of Etowah,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6022,City of Eugene - (OR),OR,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2021,6043,City of Evansville,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
2021,6149,City of Ellensburg - (WA),WA,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,N,,Y,Y,,,,Y,N,
2021,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,WECC,,,,,,,,Y,,,,,,,,Y,Y,Y,,Y,,,,,,
2021,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,SERC,N,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2021,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2021,6183,"Fayette Electric Coop, Inc",TX,Cooperative,TRE,Y,,,,,,,,,Y,,,,,,,,,,Y,,,,,,
2021,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,RFC,,,,,Y,Y,,,,,Y,,,,,,,,,Y,,,,,,
2021,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,SPP,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,
2021,6204,City of Farmington - (NM),NM,Municipal,WECC,,,,,,,,Y,,,,,,,,,Y,Y,Y,Y,,Y,,,Y,Y
2021,6205,City of Farmington - (MO),MO,Municipal,SERC,,,,,Y,,,,,,,,,Y,,,Y,,Y,Y,,,,Y,,
2021,6207,Farmington River Power Company,CT,Investor Owned,NPCC,,,,Y,,,,,,,,,,,,,Y,,,,,,,,N,
2021,6234,City of Fayetteville,TN,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6235,Fayetteville Public Works Commission,NC,Municipal,SERC,,,,,,Y,,,N,,,,N,,,Y,Y,,Y,Y,,,,,Y,Y
2021,6258,Federated Rural Electric Assn,MN,Cooperative,MRO,,,Y,,,,,,,,,,,,,,Y,,,Y,,,,,N,Y
2021,6342,First Electric Coop Corp,AR,Cooperative,SERC,,,,,,Y,,,,,,,N,Y,,,,,,Y,,,,,Y,Y
2021,6369,Fishers Island Utility Co Inc,NY,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,,,,Y,,,,,,
2021,6374,Fitchburg Gas & Elec Light Co,NH,Investor Owned,NPCC,,,,Y,,,,,,,,,,,Y,,N,Y,Y,Y,,Y,,Y,,
2021,6389,Energy Harbor Generation LLC,OH,Wholesale Power Marketer,RFC,,,,,Y,,,,,,,,,,,,Y,,Y,,,,,,,
2021,6395,Flathead Electric Coop Inc,MT,Cooperative,WECC,,,,,,,N,Y,,,,,,,,Y,Y,,Y,Y,,,,,,
2021,6411,Flint Electric Membership Corp,GA,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,Y,Y
2021,6422,City of Florence - (AL),AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6424,Florence Utility Comm,WI,Municipal,MISO,,,Y,,N,,,,,,,,,Y,,,,,,Y,,,,,,
2021,6427,City of Floresville,TX,Municipal,TRE,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,
2021,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
2021,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,FRCC,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,
2021,6452,Florida Power & Light Co,FL,Investor Owned,FRCC,,Y,,,,,,,,,Y,,,Y,,,Y,Y,Y,Y,,Y,,,Y,Y
2021,6455,"Duke Energy Florida, LLC",FL,Investor Owned,FRCC,,Y,,,,N,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,Y,Y
2021,6457,Florida Public Utilities Co,FL,Investor Owned,FRCC,,Y,,,,Y,,,,,,,,,,,,N,Y,Y,,,,,,
2021,6458,Energy Harbor Corp.,OH,Retail Power Marketer,RFC,N,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,
2021,6491,Foley Board of Utilities,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,N,N,N
2021,6567,Florida Municipal Power Agency,FL,Municipal,SERC,,Y,,,,Y,,,,,,,,,,Y,Y,,Y,,,Y,,,,
2021,6582,City of Forest Grove,OR,Municipal,WECC,,,N,,,,,Y,,,,,,,,Y,,,Y,Y,,,,,Y,Y
2021,6604,City of Fort Collins - (CO),CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,,Y,,,,Y,Y,Y
2021,6608,Fort Loudoun Electric Coop,TN,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6610,City of Fort Morgan,CO,Municipal,WECC,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,
2021,6612,Fort Payne Improvement Authority,AL,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6616,Fort Pierce Utilities Authority,FL,Municipal,SERC,N,N,,,,Y,,,,,,,,,,Y,N,Y,,Y,,,,,Y,Y
2021,6638,City of Fountain,CO,Municipal,WECC,,,,,,,,Y,,,,,,,,Y,,,Y,Y,,,,Y,,
2021,6640,Four County Elec Member Corp,NC,Cooperative,SERC,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,N,
2021,6641,4-County Electric Power Assn,MS,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6707,City of Frankfort - (IN),IN,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,,,N,Y,,,,,N,
2021,6708,City of Frankfort - (KY),KY,Municipal,SERC,,,,,N,Y,,,,,,,,,,Y,,N,,Y,,Y,,N,,
2021,6709,Easley Combined Utility System,SC,Municipal,SERC,,,,,,Y,,,,,,,,,,Y,Y,,,Y,,,,Y,,
2021,6716,PUD No 1 of Franklin County,WA,Political Subdivision,WECC,,,,,,,,,,,,,,,,,N,,Y,Y,Y,Y,Y,,,
2021,6717,Franklin Electric Coop - (AL),AL,Cooperative,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6718,City of Franklin - (KY),KY,Municipal,SERC,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,
2021,6775,Village of Freeport - (NY),NY,Municipal,NPCC,,,,Y,,,,,,,,Y,,,,,Y,,Y,Y,,,,,Y,Y
2021,6779,City of Fremont - (NE),NE,Municipal,MRO,,,Y,,,,,,,,,,Y,,,,Y,N,,Y,,,,Y,Y,Y
2021,6782,Freeborn Mower Electric Cooperative,MN,Cooperative,MRO,,,Y,,,,,,,,,,,Y,,,,,,Y,,,,,Y,Y
